elevation,long,lat,generated_temp
175.86957,145.86394425890728,-38.2906889855946,17.867307515980198
219.19432,146.08852307993718,-38.2906889855946,17.507576068956812
84.63689,146.31310190096704,-38.2906889855946,18.497907205632373
81.013824,146.53768072199694,-38.2906889855946,18.305913029992343
113.89108,146.76225954302683,-38.2906889855946,18.230502886062283
115.8604,146.9868383640567,-38.2906889855946,18.12506877627127
32.286438,147.2114171850866,-38.2906889855946,18.99339310595141
0.22385131,147.43599600611643,-38.2906889855946,18.968120556286514
0.0,147.66057482714635,-38.2906889855946,18.97509861192209
0.0,147.8851536481762,-38.2906889855946,18.962532423017564
0.0,148.1097324692061,-38.2906889855946,18.77709312853128
156.39105,145.86394425890728,-38.06611016456472,17.791976594336713
157.57329,146.08852307993718,-38.06611016456472,17.92561365513031
199.4392,146.31310190096704,-38.06611016456472,17.86223046725051
213.90894,146.53768072199694,-38.06611016456472,17.57520626625151
31.823608,146.76225954302683,-38.06611016456472,18.769829056649442
19.464127,146.9868383640567,-38.06611016456472,18.986899002095836
2.6026654,147.2114171850866,-38.06611016456472,18.94113187275898
2.823736,147.43599600611643,-38.06611016456472,18.832828962552984
0.40628788,147.66057482714635,-38.06611016456472,19.126316783113325
0.0,147.8851536481762,-38.06611016456472,18.978372939365016
0.0,148.1097324692061,-38.06611016456472,18.994733241926834
616.2201,145.86394425890728,-37.84153134353484,14.998213883200057
757.53186,146.08852307993718,-37.84153134353484,13.97221095673881
834.8894,146.31310190096704,-37.84153134353484,13.712381552496161
694.1272,146.53768072199694,-37.84153134353484,14.432043575520785
282.43457,146.76225954302683,-37.84153134353484,17.295517079913704
174.10284,146.9868383640567,-37.84153134353484,17.878260824579186
158.91331,147.2114171850866,-37.84153134353484,18.02458666664578
66.137596,147.43599600611643,-37.84153134353484,18.64838432863718
46.460423,147.66057482714635,-37.84153134353484,18.680118218205475
72.775345,147.8851536481762,-37.84153134353484,18.632123578626125
47.183796,148.1097324692061,-37.84153134353484,18.5875394663572
17.871159,148.33431129023597,-37.84153134353484,19.076652846809488
14.600204,148.55889011126587,-37.84153134353484,18.856864222200205
21.312044,148.78346893229573,-37.84153134353484,19.095067048633712
8.13278,149.00804775332563,-37.84153134353484,18.832786066969895
21.961594,149.2326265743555,-37.84153134353484,18.98734846531541
14.233837,149.4572053953854,-37.84153134353484,18.859427554613355
0.0,149.68178421641525,-37.84153134353484,19.072862248855955
0.0,149.90636303744515,-37.84153134353484,19.108561077759365
0.0,150.130941858475,-37.84153134353484,19.046397350889688
0.0,150.3555206795049,-37.84153134353484,19.03762963700699
0.0,150.58009950053477,-37.84153134353484,18.96969500693594
0.0,150.8046783215647,-37.84153134353484,19.070952526172473
0.0,151.02925714259453,-37.84153134353484,18.92509558434218
557.04474,145.86394425890728,-37.61695252250496,15.268293755850523
892.12537,146.08852307993718,-37.61695252250496,13.321615940755363
803.3645,146.31310190096704,-37.61695252250496,13.805798703071659
947.2756,146.53768072199694,-37.61695252250496,12.841390917700869
653.4754,146.76225954302683,-37.61695252250496,14.766314645577417
444.1437,146.9868383640567,-37.61695252250496,16.17516324150097
386.48398,147.2114171850866,-37.61695252250496,16.446998641146358
296.3086,147.43599600611643,-37.61695252250496,17.161679132482092
215.28323,147.66057482714635,-37.61695252250496,17.392379694669863
151.84045,147.8851536481762,-37.61695252250496,17.942192718175544
168.59242,148.1097324692061,-37.61695252250496,17.903239642406955
110.12685,148.33431129023597,-37.61695252250496,18.299637448204493
119.79884,148.55889011126587,-37.61695252250496,18.097595604119242
173.48874,148.78346893229573,-37.61695252250496,18.00741376932128
109.28441,149.00804775332563,-37.61695252250496,18.14293664581601
103.35542,149.2326265743555,-37.61695252250496,18.444997419275825
115.8124,149.4572053953854,-37.61695252250496,18.15577298919537
72.50719,149.68178421641525,-37.61695252250496,18.367231848266258
0.0,149.90636303744515,-37.61695252250496,19.036782788449006
0.0,150.130941858475,-37.61695252250496,18.879354188234707
0.0,150.3555206795049,-37.61695252250496,18.914020497006202
0.0,150.58009950053477,-37.61695252250496,18.935746060121513
0.0,150.8046783215647,-37.61695252250496,19.136544666905486
0.0,151.02925714259453,-37.61695252250496,19.15717697999541
907.47864,145.86394425890728,-37.39237370147508,13.153971419626085
576.6194,146.08852307993718,-37.39237370147508,15.097108966151952
884.2157,146.31310190096704,-37.39237370147508,13.168940818543163
881.78625,146.53768072199694,-37.39237370147508,13.215337464401848
1314.576,146.76225954302683,-37.39237370147508,10.26122381775319
772.64813,146.9868383640567,-37.39237370147508,13.980983655185941
792.06854,147.2114171850866,-37.39237370147508,13.725703381741834
826.9282,147.43599600611643,-37.39237370147508,13.719169053858531
800.27625,147.66057482714635,-37.39237370147508,13.619738733189722
465.56134,147.8851536481762,-37.39237370147508,16.241000354063317
482.0572,148.1097324692061,-37.39237370147508,15.85273422554795
396.39764,148.33431129023597,-37.39237370147508,16.597223277073674
441.93954,148.55889011126587,-37.39237370147508,16.115211980049594
595.8222,148.78346893229573,-37.39237370147508,15.119069262277513
495.0508,149.00804775332563,-37.39237370147508,15.830055763777342
388.93094,149.2326265743555,-37.39237370147508,16.334224383980043
230.14642,149.4572053953854,-37.39237370147508,17.561472711498464
196.19518,149.68178421641525,-37.39237370147508,17.803311961702573
167.4856,149.90636303744515,-37.39237370147508,17.623882408202366
0.0,150.130941858475,-37.39237370147508,19.158660259151084
0.0,150.3555206795049,-37.39237370147508,18.9978427846903
0.0,150.58009950053477,-37.39237370147508,19.0832548611965
0.0,150.8046783215647,-37.39237370147508,19.150619729684166
0.0,151.02925714259453,-37.39237370147508,19.089517074643172
417.78827,145.86394425890728,-37.1677948804452,16.318465601929663
416.27576,146.08852307993718,-37.1677948804452,16.4534692847308
780.8436,146.31310190096704,-37.1677948804452,13.997532128699534
1089.5099,146.53768072199694,-37.1677948804452,12.071771849568714
1025.5162,146.76225954302683,-37.1677948804452,12.265432457754109
805.68195,146.9868383640567,-37.1677948804452,13.835345770570566
1045.7375,147.2114171850866,-37.1677948804452,12.123053263001085
1042.9548,147.43599600611643,-37.1677948804452,12.21708218026509
645.5606,147.66057482714635,-37.1677948804452,14.841509754081967
952.61926,147.8851536481762,-37.1677948804452,12.676203301289217
826.30884,148.1097324692061,-37.1677948804452,13.670067524885884
527.36646,148.33431129023597,-37.1677948804452,15.522434679262943
815.9104,148.55889011126587,-37.1677948804452,13.75916032122997
798.81836,148.78346893229573,-37.1677948804452,13.764067529395962
810.4047,149.00804775332563,-37.1677948804452,13.621587370490818
631.7491,149.2326265743555,-37.1677948804452,14.854728177913724
429.5561,149.4572053953854,-37.1677948804452,16.364896783285918
314.19922,149.68178421641525,-37.1677948804452,16.754820623915034
77.8886,149.90636303744515,-37.1677948804452,18.51412569716422
0.0,150.130941858475,-37.1677948804452,18.9416965932296
0.0,150.3555206795049,-37.1677948804452,19.122386654778857
0.0,150.58009950053477,-37.1677948804452,18.92867317588692
0.0,150.8046783215647,-37.1677948804452,19.03265975385548
0.0,151.02925714259453,-37.1677948804452,18.860452383013712
504.7999,145.86394425890728,-36.94321605941532,15.73781159902061
422.80096,146.08852307993718,-36.94321605941532,16.159113316791274
764.15845,146.31310190096704,-36.94321605941532,14.035433260577326
678.9917,146.53768072199694,-36.94321605941532,14.568814288477572
708.36316,146.76225954302683,-36.94321605941532,14.351807953694253
824.1882,146.9868383640567,-36.94321605941532,13.65513229209354
1514.0217,147.2114171850866,-36.94321605941532,9.247881042445405
975.9147,147.43599600611643,-36.94321605941532,12.640053833445625
726.573,147.66057482714635,-36.94321605941532,14.078584475660051
1068.3588,147.8851536481762,-36.94321605941532,12.094620000232815
1262.9474,148.1097324692061,-36.94321605941532,10.802416536031403
584.43146,148.33431129023597,-36.94321605941532,15.061996234013401
843.22327,148.55889011126587,-36.94321605941532,13.62047155790487
868.492,148.78346893229573,-36.94321605941532,13.378372594504643
745.11786,149.00804775332563,-36.94321605941532,14.245999931718611
759.6533,149.2326265743555,-36.94321605941532,14.060528538864215
548.98425,149.4572053953854,-36.94321605941532,15.345787387845572
351.35278,149.68178421641525,-36.94321605941532,16.910623697714087
37.50251,149.90636303744515,-36.94321605941532,18.7882856693687
0.0,150.130941858475,-36.94321605941532,18.813844371076968
0.0,150.3555206795049,-36.94321605941532,19.00144969760501
0.0,150.58009950053477,-36.94321605941532,18.942597005246455
0.0,150.8046783215647,-36.94321605941532,18.925795904876715
0.0,151.02925714259453,-36.94321605941532,19.09660211249866
252.38443,145.86394425890728,-36.71863723838544,17.270089329362925
225.12106,146.08852307993718,-36.71863723838544,17.605987832347143
315.3149,146.31310190096704,-36.71863723838544,17.094378554303173
334.25287,146.53768072199694,-36.71863723838544,16.85541697588373
706.0283,146.76225954302683,-36.71863723838544,14.417634131861357
485.23047,146.9868383640567,-36.71863723838544,15.865974685957596
715.5604,147.2114171850866,-36.71863723838544,14.28975641691413
767.9492,147.43599600611643,-36.71863723838544,13.855130293841453
734.3546,147.66057482714635,-36.71863723838544,14.229984511206302
1164.1257,147.8851536481762,-36.71863723838544,11.442224297330528
1218.7643,148.1097324692061,-36.71863723838544,10.790779264495434
1158.0513,148.33431129023597,-36.71863723838544,11.298129126925325
669.7075,148.55889011126587,-36.71863723838544,14.50262601133941
858.25824,148.78346893229573,-36.71863723838544,13.523115090146355
870.986,149.00804775332563,-36.71863723838544,13.418520970328974
913.17773,149.2326265743555,-36.71863723838544,13.170380037219985
683.5153,149.4572053953854,-36.71863723838544,14.569480769687793
222.87814,149.68178421641525,-36.71863723838544,17.566523305026234
74.65754,149.90636303744515,-36.71863723838544,18.79666999481782
0.0,150.130941858475,-36.71863723838544,18.854953717708526
0.0,150.3555206795049,-36.71863723838544,19.001981443389983
0.0,150.58009950053477,-36.71863723838544,18.96524776819052
0.0,150.8046783215647,-36.71863723838544,18.79669759360123
0.0,151.02925714259453,-36.71863723838544,19.06118213719565
171.636,145.86394425890728,-36.49405841735556,17.88317600626643
182.88039,146.08852307993718,-36.49405841735556,17.8195891941811
168.85442,146.31310190096704,-36.49405841735556,17.87641065023089
215.66525,146.53768072199694,-36.49405841735556,17.75827975524227
