long,lat,generated_temp
146.56013860409993,-37.95382075404979,16.698392016901337
147.7279484734553,-37.95382075404979,19.217594938587222
148.8957583428107,-37.95382075404979,19.3179419324146
150.06356821216607,-37.95382075404979,18.915110555366947
146.56013860409993,-36.786010884694406,14.886428307146481
147.7279484734553,-36.786010884694406,12.308279490500082
148.8957583428107,-36.786010884694406,13.810572993952265
150.06356821216607,-36.786010884694406,18.904727999512172
146.56013860409993,-35.61820101533903,18.112717483544955
147.7279484734553,-35.61820101533903,15.58636915033299
148.8957583428107,-35.61820101533903,11.099903460436614
150.06356821216607,-35.61820101533903,18.47419560287048
146.56013860409993,-34.45039114598365,18.164568193097598
147.7279484734553,-34.45039114598365,17.002398575147406
148.8957583428107,-34.45039114598365,15.533488747058863
150.06356821216607,-34.45039114598365,15.122994916628226
151.23137808152146,-34.45039114598365,19.23947174241717
146.56013860409993,-33.28258127662827,17.91999747996393
147.7279484734553,-33.28258127662827,17.6100206303874
148.8957583428107,-33.28258127662827,14.311840503517452
150.06356821216607,-33.28258127662827,14.645797665875564
151.23137808152146,-33.28258127662827,17.598646274042572
146.56013860409993,-32.1147714072729,16.925191081859428
147.7279484734553,-32.1147714072729,17.709320555816813
148.8957583428107,-32.1147714072729,16.666267867509937
150.06356821216607,-32.1147714072729,16.23944748560078
151.23137808152146,-32.1147714072729,14.620263246700686
152.39918795087684,-32.1147714072729,18.470171097870594
146.56013860409993,-30.946961537917517,17.664115847541318
147.7279484734553,-30.946961537917517,17.692249461814445
148.8957583428107,-30.946961537917517,17.156689640158305
150.06356821216607,-30.946961537917517,17.230943813095113
151.23137808152146,-30.946961537917517,12.8467374942472
152.39918795087684,-30.946961537917517,15.955580542276671
146.56013860409993,-29.77915166856214,18.23440028730186
147.7279484734553,-29.77915166856214,18.107149225189872
148.8957583428107,-29.77915166856214,18.2615023332251
150.06356821216607,-29.77915166856214,16.603023969556787
151.23137808152146,-29.77915166856214,14.116977570192306
152.39918795087684,-29.77915166856214,15.929164133838203
146.56013860409993,-28.611341799206762,17.883674053551797
147.7279484734553,-28.611341799206762,18.082488919443332
148.8957583428107,-28.611341799206762,17.947703353461787
150.06356821216607,-28.611341799206762,17.63894478206243
151.23137808152146,-28.611341799206762,16.395991167788612
152.39918795087684,-28.611341799206762,16.056687855886384
146.56013860409993,-27.443531929851382,17.575953449278916
147.7279484734553,-27.443531929851382,17.394718971819856
148.8957583428107,-27.443531929851382,17.570992205473846
150.06356821216607,-27.443531929851382,17.0778697845298
151.23137808152146,-27.443531929851382,16.628457201790038
152.39918795087684,-27.443531929851382,18.457311547933937
146.56013860409993,-26.275722060496005,17.14959875368661
147.7279484734553,-26.275722060496005,16.21799389517802
148.8957583428107,-26.275722060496005,16.417410983477996
150.06356821216607,-26.275722060496005,16.54965388147266
151.23137808152146,-26.275722060496005,16.4538807068675
152.39918795087684,-26.275722060496005,16.20238516367135
146.56013860409993,-25.107912191140628,15.83351146975304
147.7279484734553,-25.107912191140628,14.481052889281163
148.8957583428107,-25.107912191140628,15.690632974821362
150.06356821216607,-25.107912191140628,17.355264291317
151.23137808152146,-25.107912191140628,17.105267497805343
152.39918795087684,-25.107912191140628,18.829552134066706
146.56013860409993,-23.94010232178525,16.010329067565465
147.7279484734553,-23.94010232178525,16.693043387537468
148.8957583428107,-23.94010232178525,16.623391338877944
150.06356821216607,-23.94010232178525,18.060334106618583
151.23137808152146,-23.94010232178525,18.160660202698587
152.39918795087684,-23.94010232178525,18.997357942905946
