elevation,long,lat,generated_temp
336.79407,146.56013860409993,-37.95382075404979,16.810838545
0.49903256,147.7279484734553,-37.95382075404979,18.99675628836
0.0,148.8957583428107,-37.95382075404979,19.0
0.0,150.06356821216607,-37.95382075404979,19.0
628.532,146.56013860409993,-36.786010884694406,14.914542
999.2977,147.7279484734553,-36.786010884694406,12.50456495
771.31537,148.8957583428107,-36.786010884694406,13.986450095
0.039732374,150.06356821216607,-36.786010884694406,18.999741739569
144.9178,146.56013860409993,-35.61820101533903,18.0580343
575.98096,147.7279484734553,-35.61820101533903,15.256123760000001
1161.9105,148.8957583428107,-35.61820101533903,11.447581750000001
91.029,150.06356821216607,-35.61820101533903,18.4083115
153.2663,146.56013860409993,-34.45039114598365,18.00376905
274.5823,147.7279484734553,-34.45039114598365,17.21521505
562.4108,148.8957583428107,-34.45039114598365,15.3443298
596.3092,150.06356821216607,-34.45039114598365,15.1239902
0.0,151.23137808152146,-34.45039114598365,19.0
165.32214,146.56013860409993,-33.28258127662827,17.92540609
245.81274,147.7279484734553,-33.28258127662827,17.402217190000002
723.07495,148.8957583428107,-33.28258127662827,14.300012825
693.8623,150.06356821216607,-33.28258127662827,14.489895050000001
202.4436,151.23137808152146,-33.28258127662827,17.6841166
322.65472,146.56013860409993,-32.1147714072729,16.90274432
210.3058,147.7279484734553,-32.1147714072729,17.6330123
385.07376,148.8957583428107,-32.1147714072729,16.49702056
448.00998,150.06356821216607,-32.1147714072729,16.08793513
686.6794,151.23137808152146,-32.1147714072729,14.5365839
57.802856,152.39918795087684,-32.1147714072729,18.624281436
172.62872,146.56013860409993,-30.946961537917517,17.87791332
152.11879,147.7279484734553,-30.946961537917517,18.011227865
280.92993,148.8957583428107,-30.946961537917517,17.173955455
295.0721,150.06356821216607,-30.946961537917517,17.08203135
920.20746,151.23137808152146,-30.946961537917517,13.018651510000002
428.26245,152.39918795087684,-30.946961537917517,16.216294075
116.14523,146.56013860409993,-29.77915166856214,18.245056005
138.70923,147.7279484734553,-29.77915166856214,18.098390005
157.42786,148.8957583428107,-29.77915166856214,17.97671891
326.78827,150.06356821216607,-29.77915166856214,16.875876245
724.4928,151.23137808152146,-29.77915166856214,14.290796799999999
473.41736,152.39918795087684,-29.77915166856214,15.92278716
153.1666,146.56013860409993,-28.611341799206762,18.0044171
160.78526,147.7279484734553,-28.611341799206762,17.95489581
181.87436,148.8957583428107,-28.611341799206762,17.81781666
208.46414,150.06356821216607,-28.611341799206762,17.64498309
394.58276,151.23137808152146,-28.611341799206762,16.43521206
440.7775,152.39918795087684,-28.611341799206762,16.13494625
228.9065,146.56013860409993,-27.443531929851382,17.51210775
257.53998,147.7279484734553,-27.443531929851382,17.32599013
265.1915,148.8957583428107,-27.443531929851382,17.27625525
288.5205,150.06356821216607,-27.443531929851382,17.12461675
357.2448,151.23137808152146,-27.443531929851382,16.6779088
121.59994,152.39918795087684,-27.443531929851382,18.20960039
344.8266,146.56013860409993,-26.275722060496005,16.758627099999998
408.14062,147.7279484734553,-26.275722060496005,16.347085970000002
398.2562,148.8957583428107,-26.275722060496005,16.4113347
351.29504,150.06356821216607,-26.275722060496005,16.71658224
359.16513,151.23137808152146,-26.275722060496005,16.665426655
383.28583,152.39918795087684,-26.275722060496005,16.508642105
433.38306,146.56013860409993,-25.107912191140628,16.18301011
674.5206,147.7279484734553,-25.107912191140628,14.6156161
502.46616,148.8957583428107,-25.107912191140628,15.73396996
234.52121,150.06356821216607,-25.107912191140628,17.475612135
256.86472,151.23137808152146,-25.107912191140628,17.33037932
36.80313,152.39918795087684,-25.107912191140628,18.760779655
455.35223,146.56013860409993,-23.94010232178525,16.040210505
300.54144,147.7279484734553,-23.94010232178525,17.04648064
375.2511,148.8957583428107,-23.94010232178525,16.56086785
142.91113,150.06356821216607,-23.94010232178525,18.071077655
80.41713,151.23137808152146,-23.94010232178525,18.477288655
0.0,152.39918795087684,-23.94010232178525,19.0
